,job_id,job_title,company_name,company_address,job_category,job_url,job_description,job_requirements,employment_type,seniority,job_skills,pay_min,pay_max,pay_type,posting_date,closing_date
10,JOB-2019-0092977,Senior Data Engineer /  Data Engineer,NTUC ENTERPRISE NEXUS CO-OPERATIVE LIMITED,1 MARINA BOULEVARD 018989,Information Technology,https://www.mycareersfuture.sg/job/senior-data-engineer-data-engineer-ntuc-enterprise-nexus-co-operative-fb9b476abde71653b43d4520c884ea99,,"Advanced degree in computer science, computer engineering, or other technical fields (or) equivalent experience. 4+ years’ experience having developed data engineering capabilities for large and complex franchises. Strong data modeling (Kimball Preferred), system/schema design, SQL and ETL/ELT implementation skills Thorough knowledge of any one modern columnar, distributed and MPP based RDBMS systems. Preferably AWS Redshift or Azure Cosmos DB. Any one pipeline orchestration tool: AWS Batch, Airflow, Jenkins, Oozie, etc. Hands-on experience in any 1 modern programming language (Java/Python preferred) Extensive experience in building platform which are “horizontally scalable”, “highly available (Three 9s or higher)” and “fully automated maintenance” on top of AWS, GCP, Azure or Ali-Cloud. “Hands-on” experience of integrating open-source Big data technologies like Hive, Presto, Spark, Apache Ignite into traditional systems. Good understanding basic DBMS and operating system concepts. Frugality is in your thought and you strongly advocate using open source technologies. You write Neat, Optimized, Well documented and Self-maintainable code. Self-motivated and proactive, willing to learn new things, deliver best solution in most tensed situation. Good communication skills, strong team player and mentorship",Full Time,Executive,"['Access', 'Analysis', 'Analytics', 'Business Analysis', 'Business Intelligence', 'Data Analysis', 'Data Mining', 'Databases', 'Management', 'Matlab', 'Microsoft Excel', 'Microsoft Office', 'PowerPoint', 'Project Management', 'R', 'Research', 'SAS', 'SPSS', 'SQL', 'Statistics']","$4,000","$8,000",Monthly,02 May 2019,01 Jun 2019
11,JOB-2019-0093087,Product Analyst,PROPERTYGURU PTE. LTD.,"TRIPLEONE SOMERSET, 111 SOMERSET ROAD 238164","Engineering, Information Technology",https://www.mycareersfuture.sg/job/product-analyst-propertyguru-a4c018b1e8d2a314a2f057a73acc9646,"PropertyGuru Group is Asia’s leading online property company and the preferred destination for over 25 million property seekers to find their dream home, every month. PropertyGuru and its group companies empower the property seekers with the widest option of more than 2 million homes, in-depth insights and solutions that enable them to make confident property decision across Singapore, Malaysia, Thailand, Indonesia and Vietnam. PropertyGuru.com.sg was launched in 2007 and revolutionised the Singapore property market by taking it online and made property search transparent for the property seeker. Over the decade, the group has grown from a regional property media powerhouse to a high-growth technology company with a robust portfolio of No.1 property portals, award-winning mobile apps; best-in-class developer sales enablement platform, ePropertyTrack and a host of industry-leading property offerings such as awards, events and publications – across eleven countries in Asia. For more information, please visitwww.PropertyGuruGroup.com Our websites attract more than 100 million monthly page-views which result in non-stop massive click-stream for behaviour data with around 130 million users. As a result, PropertyGuru has the most comprehensive data for property supply and demand in Southeast Asia. Our Data Science team is empowered to build unique and compelling user experiences using machine learning and data. The work done by our Data Analysts are highly sought after as the business sees the Data Analysts as partners in their journey who drive and create tremendous impact to the business.","Bachelor’s degree in IT or relevant field. Alternatively, lesser qualifications with strong experience in machine learning will also be considered Minimum 4+ years of industry experience in working with terabyte scale datasets. 5+ years preferred. Communicate clearly and effectively to cross functional business partners of varying technical levels Build clear and simple Tableau dashboards and presentations Working knowledge of relational databases (BigQuery, Redshift, MySQL) and query authoring (SQL) Experience working with Google Analytics is a plus Experience in Python, R, C++, Java, Go, Scala is a plus","Permanent, Full Time","Professional, Senior Executive","['Access', 'Analysis', 'Analytics', 'Business Analysis', 'Business Intelligence', 'Data Analysis', 'Data Mining', 'Databases', 'Management', 'Matlab', 'Microsoft Excel', 'Microsoft Office', 'PowerPoint', 'Project Management', 'R', 'Research', 'SAS', 'SPSS', 'SQL', 'Statistics']","$7,000","$9,000",Monthly,02 May 2019,01 Jun 2019
12,JOB-2019-0091656,Data Analyst,SHIPSFOCUS INTELLIGENCE PTE. LTD.,"CONNEXIS, 1 FUSIONOPOLIS WAY 138632","Engineering, Information Technology, Others",https://www.mycareersfuture.sg/job/data-analyst-shipsfocus-intelligence-0763638ad2d04cb1da0ad7731ff72b0f,Passionate in chemical shipping research? Crazy about creating data analytics tools for the maritime industry? Come meet us and let us know your unique capability!  ,"Experience in the Data Science & Engineering field Minimum a Bachelor’s Degree majoring in Statistics, Data Science/Analytics, Mathematics, Applied Maths, Computer Science, or similar discipline Strong knowledge of statistics and experience in statistical R programming and databases (SQL, etc) Technical Expertise in data models, segmentation, data mining and predictive modelling techniques Deeply curious, creative, driven and organised with strong problem solving skills Good communication & interpersonal skills A big plus if you have experience working with Power BI or similar visualisation tools and in managing database design development and project management","Permanent, Full Time","Fresh/entry level, Junior Executive","['Analysis', 'Business Analysis', 'Business Strategy', 'Corporate Finance', 'Data Analysis', 'Equities', 'Financial Analysis', 'Financial Modeling', 'Investment Banking', 'Investments', 'Leadership', 'Management', 'Microsoft Excel', 'Microsoft Office', 'Process Improvement', 'Project Management', 'Research', 'Strategic Planning', 'Strategy', 'Valuation']",,,,30 Apr 2019,30 May 2019
13,JOB-2019-0091702,"Analyst, Operations Intelligence Data Science Specialist, CBGO, T&O - (WD03335)",DBS BANK LTD.,"MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982",Banking and Finance,https://www.mycareersfuture.sg/job/analyst-operations-intelligence-data-science-specialist-cbgo-to--dbs-bank-887a081adcff5060e386328f6b61b74e,"Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.  ","2 years experiences Well versed with data points and data models pertaining to Consumer Banking Operations such as workflows, customer transactions, customer information system, Avaloq, etc. Good understanding of the data points to support channel migration initiatives such as cheque, giro, self-service banking, internet banking, mobile banking.  Strong programming and modelling skills in Python, R, SPARK. Hands on experience on model performance monitoring, model development, validation and testing Familiar with the use of Qlikview/ Tableau for both development and insights reporting. Knowledge of Hadoop, Python, Linux, Unix, Teradata, Greenplum Systems. Strong written and oral communication skills Bachelors of Computer Science / Computer Application or equivalent.  The following experience will be advantageous:-  	  	","Permanent, Full Time",Executive,"['Analysis', 'Business Analysis', 'Business Strategy', 'Corporate Finance', 'Data Analysis', 'Equities', 'Financial Analysis', 'Financial Modeling', 'Investment Banking', 'Investments', 'Leadership', 'Management', 'Microsoft Excel', 'Microsoft Office', 'Process Improvement', 'Project Management', 'Research', 'Strategic Planning', 'Strategy', 'Valuation']","$2,550","$4,600",Monthly,30 Apr 2019,30 May 2019
14,JOB-2019-0019774,IT Executive (Data Analyst),SKY PREMIUM INTERNATIONAL PTE. LTD.,"ONE RAFFLES PLACE, 1 RAFFLES PLACE 048616",Information Technology,https://www.mycareersfuture.sg/job/executive-sky-premium-international-cc0d50d8a4b022d32d053bc37e929e20,"Sky Premium International is looking for IT Executives to be part of an dynamic team to plan, develope, execute and deliver compelling and innovative data-driven solutions and reports to imporve our business operations and facilitate decision-making. Responsibilites : - To mine, analyse and report data from the company-owned systems and databases, to support and drive decision making in terms of product development and product marketing. - To design, develop, build, execute, train, test, validate and implement data and machine learning models, for production, testing, proof-of-concepts (POCs) as well as demonstration purposes. - To design, develop, test, validate and implement static reports as well as dynamic dashboards, for production and testing. - To collect, consolidate, clean-up, structure and/or process data from various disparate structured, unstructured and/or incomplete data sets and data sources. - To write complex queries and/or scripts to perform data aggregation, extraction, transformation and load (ETL). - To verify deliverables against the agreed qualities and standards as per the approved specifications. - To arrange, coordinate and conduct user acceptance testing (UATs) and user training sessions, with involved stakeholders and end-users, and follow-up on reported data models, dashboards and/or reports related issues closely. - To create, update and maintain proper specifications, such as functional, technical, report and/or database specifications.",,Full Time,Executive,"['Active Directory', 'Business Analysis', 'CRM', 'ERP', 'IT Management', 'IT Service Management', 'ITIL', 'JavaScript', 'Leadership', 'Management', 'Microsoft SQL Server', 'Network Administration', 'Networking', 'Project Management', 'Servers', 'SQL', 'System Administration', 'Technical Support', 'Vendor Management', 'Windows Server']","$2,500","$4,000",Monthly,29 Apr 2019,29 May 2019
15,JOB-2019-0091291,Data Analyst,CAPGEMINI SINGAPORE PTE. LTD.,6 BATTERY ROAD 049909,Engineering,https://www.mycareersfuture.sg/job/data-analyst-capgemini-singapore-b97617276ff1f5803ab77c823856ded5,"•Frontline team members who have to mix solid understanding of the business goals and directions with a wide range of technical skills•Produce detailed analysis for business•Immersed in the data on a day-to-day basis (provide best insights into data quality and spark some of the best new ideas).•Report on data quality  •Skilled in a wide range of data modeling and data Analytic tools•Experienced in ETL and have a working knowledge of the Big Data ecosystem    Tool:tableu, power BI  ",,Permanent,Professional,"['Active Directory', 'Cisco Technologies', 'Data Center', 'Disaster Recovery', 'Firewalls', 'Integration', 'Network Administration', 'Network Engineering', 'Network Security', 'Networking', 'Routers', 'Security', 'Servers', 'Switches', 'TCP/IP', 'Telecommunications', 'Troubleshooting', 'VPN', 'WAN', 'Windows Server']","$5,000","$7,500",Monthly,29 Apr 2019,29 May 2019
16,JOB-2019-0090798,Data Analyst [Powerbi] - 6 months,BUSINESS EDGE PERSONNEL SERVICES PTE LTD,"SINGAPORE SHOPPING CENTRE, 190 CLEMENCEAU AVENUE 239924",Admin / Secretarial,https://www.mycareersfuture.sg/job/data-analyst-powerbi-6-months-business-edge-personnel-services-b860b8f866066f6fbe700a411d733def,Location: Outram Salary: up to $14.50 per hour interested applicants may submit resume to jl@businessedge.com.sg,"Diploma/Bachelor’s Degree in Statistics or Analytics      0-2 years of experience as a Data Analyst High degree of skill in organizing data with Microsoft Excel Skilled in using Power BI (Preferred), Tableau Skilled in data organization and data presentation Proficient Microsoft Excel skills: 2 years of frequent use in recent job (Required) Data analytics tools, e.g. Power BI, Tableau: 2 years of frequent use in recent job (Required)",Contract,Executive,"['Analysis', 'Business Analysis', 'Clinical Data Management', 'Clinical Trials', 'Data Analysis', 'Data Management', 'Databases', 'Earth Science', 'EDC', 'GCP', 'Information Management', 'Leadership', 'Management', 'Microsoft Office', 'Microsoft SQL Server', 'Oracle Clinical', 'Program Management', 'Project Management', 'Research', 'SQL']","$1,800","$2,300",Monthly,29 Apr 2019,29 May 2019
17,JOB-2019-0090963,"Senior Analyst, Data Architect",SCOOT TIGERAIR PTE. LTD.,"AIRLINE HOUSE, 25 AIRLINE ROAD 819829",Information Technology,https://www.mycareersfuture.sg/job/senior-analyst-data-architect-scoot-tigerair-e6e1e2321c44982ff495a3ebc35084d6,,"A Bachelor’s degree from an accredited college or university in Computer Science, Information Science, or related field. 2-3 years of experience in a data architecture role. Practical experience using ETL tool (Informatica, Data Stage, Talend, SSIS, or other). Talend experience is a plus Tableau experience is a plus Working knowledge of modeling tools (Erwin and/or Rational Rose) in addition to hands-on experience with business intelligence tools. Data profiling abilities. Expert knowledge of SQL and related SQL procedure languages. Excellent organizational, interpersonal, and oral/written communication skills. Experience in managing data warehouse project and lifecycle initiatives. Working knowledge of cloud platform (AWS, Azure, GCP etc). Experience working with BIGQUERY and Google Cloud Platform is a plus. Subject matter expertise in Airline is a plus.",Full Time,Senior Executive,"['Active Directory', 'Business Analysis', 'Databases', 'HTML', 'Integration', 'ITIL', 'Java', 'JavaScript', 'Linux', 'Management', 'Microsoft Office', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'Program Management', 'Project Management', 'Requirements Analysis', 'SDLC', 'Software Development', 'SQL']",,,,29 Apr 2019,29 May 2019
18,JOB-2019-0091477,"VP / AVP, Wealth Mgmt Technical Business Analyst, Grp Consumer Banking & Big Data Analytics (WD00463)",DBS BANK LTD.,,Banking and Finance,https://www.mycareersfuture.sg/job/vp-avp-wealth-mgmt-technical-business-analyst-grp-consumer-banking-big-data-analytics-dbs-bank-8e29f6fd2978c31394cddbb403683fa7,The new hire will support a portfolio of applications in the above areas with the following key responsibilities:,"At least 8-10 years’ experience in Wealth Management as a business analyst. Possess excellent verbal and written communication skills. Experience in project management will be added advantage. Familiar with Finacle, JBoss, Java, Apache Tomcat, Linux, Unix, Windows, Springboot, Springbatch, Spring-data, Angular JS for UI. Familiar with modern application design using micro-services and use of CI/CD tools such as GIT, JIRA. Previous hands-on experience in coding and have track record of successful implementations using these technologies. Knowledge of Agile methodologies. ","Permanent, Full Time","Middle Management, Manager, Professional","['Business Development', 'Business Strategy', 'Cross-functional Team Leadership', 'Leadership', 'Management', 'Marketing', 'Marketing Strategy', 'New Business Development', 'Product Development', 'Product Management', 'Program Management', 'Project Management', 'Risk Management', 'Sales', 'Sales Management', 'Start-ups', 'Strategic Partnerships', 'Strategic Planning', 'Strategy', 'Team Building']","$7,000","$14,000",Monthly,29 Apr 2019,29 May 2019
19,JOB-2019-0004573,Senior Data Analyst,STREETSINE SINGAPORE PTE. LTD.,"NEWS CENTRE, 1000 TOA PAYOH NORTH 318994",Information Technology,https://www.mycareersfuture.sg/job/senior-data-analyst-streetsine-singapore-3baa45f938b74a6660a619998e4a9852,"We are currently looking for a Senior Data Analyst/Scientist to be part of our Business Intelligence (B.I.) team. Reporting to the Chief Data Officer (CDO), you will work closely with internal teams to: A fast, adaptive yet meticulous professional having the following qualities: 1. Business Acumen and Communication Skills The candidate has demonstrated experience working with the relevant stakeholders to leverage data science to identify new business opportunities or remedy process inefficiencies. 2. Programming Skills The candidate should have prior experience translating proposed technical solutions using computational methods and data science, while at the same time understanding their respective strengths/weaknesses and potential business trade-offs. 3. Technical Competency The candidate writes code according to best practices while meeting security standards and is able to translate complex datasets into strategic insights.","Minimum 2 years of relevant work experience with a degree in any quantitative or computational discipline Proficiency in SQL and Python Excellent communication and interpersonal skills An additional advantage for candidates with proven skills in data visualization, machine learning, or image analytics An additional advantage for candidates with full project life cycle exposure i.e. data collection, aggregation, analysis, visualization, productionization, and monitoring of data Science solutions","Permanent, Full Time","Professional, Executive","['Agile Methodologies', 'Business Analysis', 'Business Strategy', 'Cloud Computing', 'Customer Service', 'Databases', 'Entrepreneurship', 'ERP', 'HTML', 'Integration', 'Java', 'JavaScript', 'Management', 'Microsoft Excel', 'Microsoft Office', 'Microsoft SQL Server', 'MySQL', 'Networking', 'SQL', 'Unix']","$4,000","$8,000",Monthly,26 Apr 2019,26 May 2019
20,JOB-2019-0089696,Mid Level Data Analyst,TRAVELOKA SERVICES PTE. LTD.,,Information Technology,https://www.mycareersfuture.sg/job/mid-level-data-analyst-traveloka-services-0b8be8fb990807c9e3e2f035cd12504a,"Data Analyst at Traveloka is at the forefront of using data for building value by discovering insights about businesses, product conversions, market behaviors, and others. You will be defining, collecting, processing, analyzing data across divisions and work with teams for driving the company, its products, and its operation forward through data.", 	  	  	  	  	  	  	  	  	  	  	  	  	  	,Permanent,Junior Executive,"['.NET', 'Agile Methodologies', 'ASP.NET', 'Business Analysis', 'Business Intelligence', 'C#', 'Databases', 'HTML', 'Integration', 'Java', 'JavaScript', 'Microsoft SQL Server', 'Oracle', 'Project Management', 'Requirements Analysis', 'SDLC', 'Software Development', 'SQL', 'Web Services', 'XML']","$4,300","$7,600",Monthly,26 Apr 2019,26 May 2019
21,JOB-2019-0089321,Platform Engineer,GUMI ASIA PTE. LTD.,"CONNEXIS, 1 FUSIONOPOLIS WAY 138632",Information Technology,https://www.mycareersfuture.sg/job/platform-engineer-gumi-asia-54f313f4b63eb6c0fcb838a51cd8b318,Responsible for programming and maintaining mobile game server-side game logic and infrastructure.  : Assistant Staff/Staff/Senior Staff  : Operations  : Technical Manager/Assoc. Director ,"Coding/Scripting experience in languages such as Python, MEL, C#, C++, etc Experience in managing maintaining databases across multiple complex MySQL DBMS implementations. Excellent problem solving skills Have a good understanding of software development methodologies Strong understanding of CI/CD and the tools that facilitates this. (Jenkins, CC.net, GIT, Unit testing, etc) would be an added benefit Self-directed within a team context",Full Time,Executive,"['ActionScript', 'C#', 'C++', 'Computer Games', 'DirectX', 'Game Design', 'Game Development', 'Game Programming', 'Gameplay', 'iOS Development', 'Java', 'JavaScript', 'Lua', 'Mobile Games', 'Objective-C', 'OpenGL', 'Programming', 'Python', 'Unity3D', 'Video Games']","$5,000","$6,500",Monthly,26 Apr 2019,26 May 2019
22,JOB-2019-0089689,Data Analytics Lead,TRAVELOKA SERVICES PTE. LTD.,,Information Technology,https://www.mycareersfuture.sg/job/data-analytics-lead-traveloka-services-8712611c3fb3ab76d7cadf931f3983fa,"You will be responsible for defining, collecting, processing, analyzing data across divisions and work with teams for driving the company, its products, and its operation forward through data. You will also be managing a team (or teams) of Data Analyst, growing and empowering them to accomplish great things, and ensuring that best practices, standards, and processes are adhered to. You will roughly spend 60-80% time in hand-on Data Modeling, and 20-40% time in people management and coaching depending on team size. You will need to acquire contextual breadth and depth in your domain and manage stakeholders' expectations. Working in Traveloka:","Passion in data analysis, mathematics, statistics, modeling, or pattern recognition Strong business acumen, able to translate data to business insights Knowledge in data structures and algorithms for processing large data 8+ years of experience in data modeling At least 3-5 years of technical leadership experience is preferred Strong analytical, mathematical, and communication skills Critical thinking and strong attention to details Bachelor's degree in technical major is preferred",Permanent,Manager,"['Analysis', 'Analytics', 'Business Analytics', 'Business Intelligence', 'Customer Insight', 'Data Analysis', 'Data Mining', 'Digital Marketing', 'Digital Strategy', 'E-commerce', 'Google Analytics', 'Omniture', 'Online Advertising', 'Predictive Analytics', 'Predictive Modeling', 'SAS', 'Segmentation', 'Statistical Modeling', 'Strategy', 'Web Analytics']","$8,300","$15,000",Monthly,26 Apr 2019,26 May 2019
23,JOB-2019-0088666,Senior Data Analyst,PROPERTYGURU PTE. LTD.,"TRIPLEONE SOMERSET, 111 SOMERSET ROAD 238164","Engineering, Information Technology",https://www.mycareersfuture.sg/job/senior-data-analyst-propertyguru-707f35425322b89a7451c4f0316250d4,"PropertyGuru Group is Asia’s leading online property company and the preferred destination for over 25 million property seekers to find their dream home, every month. PropertyGuru and its group companies empower the property seekers with the widest option of more than 2 million homes, in-depth insights and solutions that enable them to make confident property decision across Singapore, Malaysia, Thailand, Indonesia and Vietnam. PropertyGuru.com.sg was launched in 2007 and revolutionised the Singapore property market by taking it online and made property search transparent for the property seeker. Over the decade, the group has grown from a regional property media powerhouse to a high-growth technology company with a robust portfolio of No.1 property portals, award-winning mobile apps; best-in-class developer sales enablement platform, ePropertyTrack and a host of industry-leading property offerings such as awards, events and publications – across eleven countries in Asia. For more information, please visitwww.PropertyGuruGroup.com Our websites attract more than 100 million monthly page-views which result in non-stop massive click-stream for behaviour data with around 130 million users. As a result, PropertyGuru has the most comprehensive data for property supply and demand in Southeast Asia. Our Data Science team is empowered to build unique and compelling user experiences using machine learning and data. The work done by our Data Analysts are highly sought after as the business sees the Data Analysts as partners in their journey who drive and create tremendous impact to the business.","Bachelor’s degree in IT or relevant field. Alternatively, lesser qualifications with strong experience in machine learning will also be considered Minimum 2+ years of industry experience in working with terabyte scale datasets. 4+ years preferred. Communicate clearly and effectively to cross functional business partners of varying technical levels Build clear and simple Tableau dashboards and presentations Working knowledge of relational databases (BigQuery, Redshift, MySQL) and query authoring (SQL) Experience working with Google Analytics is a plus Experience in Python, R, C++, Java, Go, Scala is a plus","Permanent, Full Time","Professional, Senior Executive","['Access', 'Analysis', 'Analytics', 'Business Analysis', 'Business Intelligence', 'Data Analysis', 'Data Mining', 'Data Warehousing', 'Databases', 'Java', 'Microsoft Excel', 'Microsoft Office', 'Oracle', 'Project Management', 'R', 'Requirements Analysis', 'SAS', 'SQL', 'Statistical Modeling', 'Statistics']","$6,000","$8,000",Monthly,25 Apr 2019,25 May 2019
24,JOB-2019-0058738,Data Analyst,INNOSPIRE PTE. LTD.,,Information Technology,https://www.mycareersfuture.sg/job/data-analyst-innospire-3822430bb55a90fd6345eac06f1a2ca5, ,"Degree in Mathematics, Economics, Computer Science, Information Management, Statistics or equivalent Proven working experience as a data analyst in gaming industry would be advantageous Technical expertise regarding data models, data mining and segmentation techniques Knowledge of statistics and experience using statistical packages for analysing datasets Good analytical skills with the ability to collect, organise, analyse, and disseminate information with attention to detail and accuracy Adept at queries, report writing and presenting findings Proficient in English and Mandarin as required liaising with Mandarin-speaking counterparts Working location: Paya Lebar",Permanent,Senior Executive,"['.NET', 'Agile Methodologies', 'CSS', 'Data Warehousing', 'Database Design', 'Databases', 'ETL', 'HTML', 'Java', 'JavaScript', 'Linux', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'PHP', 'Software Development', 'SQL', 'SSIS', 'T-SQL', 'XML']",,,,25 Apr 2019,25 May 2019
